Path,Artifact Type,Current Purpose,Referenced By,Classification,Information To Preserve,Canonical Destination,Recommended Action,Delete Preconditions,Risk,Git State,SHA256,Bytes,Reference Scan
omni-backend/omni-auth/src/main/java/com/omni/auth/oauth/GiteeOAuth2Handler.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/oauth/GiteeOAuth2Handler.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,a62d997bda911e419cffa8080b98dbb4eb740f7bf684aeeea938a8cfcdcfeb7c,9041,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/oauth/GoogleOAuth2Handler.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/oauth/GoogleOAuth2Handler.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,af282c94ec42ccca25f72e26ebb7723761af12954e558063d247b18b4e4d3d37,11639,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/oauth/OAuth2ProviderHandler.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/oauth/OAuth2ProviderHandler.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,059d508b279586802695f7220df1ec443dcbc0669c3b98f9db9f62417cc6bb6e,2081,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/security/DataPermissionHandlerImpl.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/security/DataPermissionHandlerImpl.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,0200d3ec9e8462365bac29024ce0083ff578e67de1ae81327122cce5373bdde7,7084,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/security/DataScopeContext.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/security/DataScopeContext.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,0782a54e00911b166b38847407780a7857ef43d1141f1f346c3bdd9a3ecdad88,3257,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/security/DataScopeResolveFilter.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/security/DataScopeResolveFilter.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,811dcb5ee7810dff2ee48d63ead53b6ccb7f9d7552113478ed7b37273c2d740a,7455,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/security/DeviceClientAuthenticationFilter.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/security/DeviceClientAuthenticationFilter.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,5f9655e5a6b3a761c8df5b984156c4bc6cb6483c620179642790b3930b82180e,6993,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/security/GatewayPreAuthFilter.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/security/GatewayPreAuthFilter.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,081e5f4b29fa8a2e20c86a98be9f3ae55f6aebfe122bb50eb357b57230c6ae7b,8617,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/security/InternalApiFilter.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/security/InternalApiFilter.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,344f5d8e626fe485a71837227fc0a574ab247f4a7f76eb9bd67b1f1d2f5cb705,4313,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/security/OAuth2TokenEventListener.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/security/OAuth2TokenEventListener.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,e5578336ec6bbd7ba448a9060b4ba11b89d78a978739d7f266899ead9ff30f22,3044,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/security/OmniUserDetails.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/security/OmniUserDetails.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,750dbbe4a82c866125c39bf114f112219c6f27b39cba648a4c4e7c4479fb559a,2809,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/security/OmniUserDetailsService.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/security/OmniUserDetailsService.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,334c02911a24caed2399c6fab268514ed77de4ff1dd98e07557c0c3a8a68c77b,5072,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/security/RedisKeyStoreLoader.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/security/RedisKeyStoreLoader.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,ee45c8481b54c71b8d748c46a22fa03b3f2f09ec5cd5c9a33b57dee3e9e23eec,8000,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/security/XssConfigProviderImpl.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/security/XssConfigProviderImpl.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,44a1da9c4831f58c560170c769a4f6c0527662d0b312cbac5b5a198adbb5bc0f,4400,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/AccountLockoutService.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/AccountLockoutService.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,99fb9f8970c972ef0584ccf2989092596a9496b1e005c06f6f313234be104280,1104,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/AuditLogService.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/AuditLogService.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,a25063dcf81b9c9c8f0130a94e106e04d3eca624673609995a4f37a9df39bbba,828,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/AuditLogVO.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/AuditLogVO.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,25c70feaf168b4097b8d66fe5b05104f888491290d8a1941e6617add98d2f3d9,1251,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/AuthRecordService.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/AuthRecordService.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,9cac211f4d7498a85c50ae6611920ee9f4a1e948e8897a4a9e109c799f6118eb,582,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/AuthRecordVO.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/AuthRecordVO.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,57191355205041bfc982b377a9b3682c01d64a78df489db46c93207e3a1c1450,930,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/CaptchaService.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/CaptchaService.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,6635c9dbe1e4a5b2d6977bb9a47b37ee9dc557856cb5791ebaeaf8b77307e8e3,865,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/DataScopeService.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/DataScopeService.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,a598ac30392ad85019144f245b00f927bd102646a15e18c23e710510a9ce897b,951,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/InternalDirectoryService.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/InternalDirectoryService.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,e54020590573535b10c994f758abbf8969590387d72303df27ec1d49b71e512a,1884,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/JwtTokenService.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/JwtTokenService.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,4b66ecba3a310661aac2aea13423a1e687e9879ce8dcc2197c8e34675a8b0848,730,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/OAuth2ClientService.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/OAuth2ClientService.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,aec7956ad850f9584c11f5a4418bb51d1924c608719c8bcb7ca4a4b87edd0073,1744,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/OnlineUserService.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/OnlineUserService.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,0e252d8ea0c5d6178030e6732a7fb2a926623870845bd7a190d96c72a990d610,1498,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/OnlineUserVO.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/OnlineUserVO.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,79485a749f55fcd72ca014ba4ac369259e7357385b076ab019e750db52486cf7,765,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/OrgUnitService.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/OrgUnitService.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,9015d3b6afc82118a7e78c07aa07741de1b91838792797fa01c0fd30b27db3d1,1791,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/OrgUnitTreeNode.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/OrgUnitTreeNode.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,0a4f78859724fcdf96b2955ededfa12edf5e8ca3d0f022b1377e9976bbccffa1,1052,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/PermissionService.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/PermissionService.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,9a7f06107b09ab8a00d462b48a5b67f36efd8fdd5b2202cd0f152386046a2c6e,1435,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/PermissionTreeNode.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/PermissionTreeNode.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,82fc7ad379540655e7af2a80f896b23e1f87a295a1dbc556fe34a38c0271f7da,1211,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/PortalRoleAssignmentService.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/PortalRoleAssignmentService.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,6cc9b981e92126d458085abaa7cc0a2eaafd1432793970eec1737779e48fa10a,474,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/RoleService.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/RoleService.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,30045cce5d83d27408f4af2fa83cbbc29dc5cc388b75c806314cdac38d7787f6,2209,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/SocialLoginService.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/SocialLoginService.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,87e08ea7b9c7e6d679a0a76a4c9fd5519aecb9365ef123c4bbc2337e3d6e9d10,1373,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/TenantLocalProvisioner.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/TenantLocalProvisioner.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,6ee8d328cfb9583f02ee5c94a9ea7a5c14062af8c2c592109c75ac69ee48cece,537,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/TenantProvisionService.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/TenantProvisionService.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,4897f4e5dffbae4c3138f2f33688523c0ec78519becfc37e4e2139436d3f905e,1193,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/TenantService.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/TenantService.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,c0624a746631c3448b23d73791bb3ca069332f4991f858405fd0db6393f945af,1818,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/UserService.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/UserService.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,4c6548e6ca1369b54d306795a61f82604d7f38d3d27c7bee421b1bdbb729f3aa,4612,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/XssConfigService.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/XssConfigService.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,882c4e2d7031d2847187591f1dff46d173fc452a1831ed332cec607245efc7df,2745,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/AccountLockoutServiceImpl.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/AccountLockoutServiceImpl.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,9110c80da977a62fc5db724efe0c183d18cb7414cb67da3a834134abb48286d1,3057,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/AuditLogServiceImpl.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/AuditLogServiceImpl.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,8aac1733c9293e8369838458dc86c0fc09e2368b27e66d85bd3dea9be5123cb5,4949,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/AuthRecordServiceImpl.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/AuthRecordServiceImpl.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,7df8a0ce3cb36843dfba11bfc2cca15ced3c30306e86a7820fef1e173b41d587,2556,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/AuthTenantTemplateProvisioner.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/AuthTenantTemplateProvisioner.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,56bc486f93c70b42bafe51b17e58ddc916ab2abb3b8b60394e56eac8d811ac73,17147,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/CaptchaServiceImpl.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/CaptchaServiceImpl.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,2eb56d931c130117b377a177de02328c37076abee6e8d31b14d876adb0c9ce7f,4108,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/DataScopeServiceImpl.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/DataScopeServiceImpl.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,5f9a6c657349e0039f1c419305bc0aa74dea7c23df79d3a0e615f621751f415f,10915,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/InternalDirectoryServiceImpl.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/InternalDirectoryServiceImpl.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,45bb6b015928ca910bddd5a9a38a9c621d5b6cb575770fff077a001c4c753e21,7240,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/JwtTokenServiceImpl.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/JwtTokenServiceImpl.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,1b4fe0a408d56b5da39ebca1214b3ab003b444619a1c35462b111332ea2b6015,8295,KEEP asset: convention discovery; delete decisions require seven-domain refresh
